id,added,edited,beerdb_id,name,country,origin_state,origin_city,production,url,description,latitude,longitude,accuracy,image
348,2013-07-08 23:33:20.840634+00:00,2013-07-08 23:33:20.855993+00:00,,Carlyle Brewing,USA,Illinois,Rockford,,,,42.268900000000002,-89.090699999999998,rooftop,
349,2013-07-08 23:33:20.878161+00:00,2013-07-08 23:33:20.894618+00:00,,Carmel Brewing,USA,California,Salinas,,,,36.677700000000002,-121.65600000000001,approximate,
350,2013-07-08 23:33:20.951716+00:00,2013-07-08 23:33:20.971063+00:00,,Carolina Beer Company,USA,North Carolina,Mooresville,,http://www.carolinabeer.com/,,35.623100000000001,-80.801100000000005,rooftop,
351,2013-07-08 23:33:20.990783+00:00,2013-07-08 23:33:21.011536+00:00,,Carolina Brewery,USA,North Carolina,Chapel Hill,,,,35.910299999999999,-79.063199999999995,interpolated,
352,2013-07-08 23:33:21.073535+00:00,2013-07-08 23:33:21.100519+00:00,,Carver Brewing Co.,USA,Colorado,Durango,,http://www.carverbrewing.com/_/home.htm,"Carver Brothers Bakery first opened on June 1, 1983, in Winter Park, Colorado. It started with Jim, Bill, Sara and Eleanor Carver. In 1986 Jim, Bill and Barb Wynne opened Carvers Bakery / Café in Durango and the Winter Park Bakery was sold.   In 1988 Carvers opened the brewery  making it the first brewery in the four corners region since prohibition. Although still known affectionately by the locals as Carvers, Carvers then became Carver Brewing Company.  Since then Carvers has seen many exciting changes: opening it's outdoor Beer Garden in 1994 and undergoing dramatic remodels in the restaurant and on the patio in '98 and '02. In April of '07 it was deemed necessary to expand the brewery.  The brewery is now housed in the area previously occupied by the bakery.  After 20 years of serving Colorado's mountain folk, Carvers continues to provide the very best in food and beer.",37.274799999999999,-107.88,rooftop,
353,2013-07-08 23:33:21.141552+00:00,2013-07-08 23:33:21.160317+00:00,,Castle Springs Brewery,USA,New Hampshire,Moultonborough,,,,43.754800000000003,-71.396699999999996,approximate,
354,2013-07-08 23:33:21.174774+00:00,2013-07-08 23:33:21.199422+00:00,,Cat's Paw Home Brew,USA,,,,,,,,,
355,2013-07-08 23:33:21.246357+00:00,2013-07-08 23:33:21.270468+00:00,,Catamount Brewing,USA,Vermont,White River Junction,,,,43.649000000000001,-72.319299999999998,approximate,
356,2013-07-08 23:33:21.296060+00:00,2013-07-08 23:33:21.315440+00:00,,Cedar Brewing,USA,Iowa,Cedar Rapids,,,,41.962499999999999,-91.691800000000001,approximate,
357,2013-07-08 23:33:21.361734+00:00,2013-07-08 23:33:21.365310+00:00,,Celis Brewery,USA,Texas,Austin,,,,30.267199999999999,-97.743099999999998,approximate,
358,2013-07-08 23:33:21.384326+00:00,2013-07-08 23:33:21.411477+00:00,,Central City Brewing Company,CAN,British Columbia,Surrey,,http://www.centralcitybrewing.com/,,49.1873,-122.84999999999999,rooftop,
359,2013-07-08 23:33:21.446270+00:00,2013-07-08 23:33:21.462212+00:00,,Central Waters Brewing Company,USA,Wisconsin,Amherst,,http://www.centralwaters.com/,"Brewing since 1998, Central Waters Brewing Company is built on the solid reputation of producing the finest quality beer in Central Wisconsin: Ouisconsing Red Ale, Happy Heron Pale Ale, Mudpuppy Porter, and many more.",44.441899999999997,-89.279700000000005,rooftop,
360,2013-07-08 23:33:21.471819+00:00,2013-07-08 23:33:21.500369+00:00,,Cervecera Centro Americana S.A.,GTM,,Guatemala City,,,,14.613300000000001,-90.535300000000007,approximate,
361,2013-07-08 23:33:21.528423+00:00,2013-07-08 23:33:21.543261+00:00,,Cervecera Cuauhtmoc-Moctezuma,MEX,Nuevo Leon,Monterrey,,http://www.ccm.com.mx/,,25.709099999999999,-100.31399999999999,interpolated,
362,2013-07-08 23:33:21.579660+00:00,2013-07-08 23:33:21.615432+00:00,,Cervecera del Pacfico,MEX,Sinaloa,Mazatln,,,,,,,
363,2013-07-08 23:33:21.640414+00:00,2013-07-08 23:33:21.676572+00:00,,Cervecera Hondurea,HND,,San Pedro Sula,,,,,,,
364,2013-07-08 23:33:21.695997+00:00,2013-07-08 23:33:21.706750+00:00,,Cervecera Jerome,ARG,,Mendoza,,,,-32.8902,-68.843999999999994,approximate,
365,2013-07-08 23:33:21.736019+00:00,2013-07-08 23:33:21.761327+00:00,,Cervecera Nacional,PAN,,El Dorado,,,,37.431600000000003,-78.656899999999993,approximate,
366,2013-07-08 23:33:21.790535+00:00,2013-07-08 23:33:21.811321+00:00,,Cerveceria Bucanero,CUB,,Holguin,,,,,,,
367,2013-07-08 23:33:21.835982+00:00,2013-07-08 23:33:21.862210+00:00,,Cervecería La Constancia,SLV,,San Salvador,,http://www.laconstancia.com/,,,,,
368,2013-07-08 23:33:21.890530+00:00,2013-07-08 23:33:21.905587+00:00,,Cervejaria de Macau,LUX,,Macao,,,,19.721900000000002,-101.22499999999999,interpolated,
369,2013-07-08 23:33:21.923934+00:00,2013-07-08 23:33:21.943185+00:00,,Cervejaria Kaiser Brasil,BRA,Paran,Ponta Grossa,,,,-25.168800000000001,-50.129800000000003,geometric_center,
370,2013-07-08 23:33:21.962794+00:00,2013-07-08 23:33:22.011397+00:00,,Cervejaria Sudbrack,BRA,Santa Catarina,Blumenau,,http://www.eisenbahn.com.br/,,-26.891400000000001,-49.122300000000003,geometric_center,
371,2013-07-08 23:33:22.042247+00:00,2013-07-08 23:33:22.060194+00:00,,Cervezas Alhambra,ESP,,Granada,,,,37.1875,-3.6017999999999999,geometric_center,
372,2013-07-08 23:33:22.079700+00:00,2013-07-08 23:33:22.100358+00:00,,Chama River Brewing,USA,New Mexico,Albuquerque,,,,35.140000000000001,-106.59999999999999,rooftop,
373,2013-07-08 23:33:22.151504+00:00,2013-07-08 23:33:22.165351+00:00,,Charles Wells Ltd.,GBR,Bedford,Bedford,,,,52.132100000000001,-0.48149999999999998,geometric_center,
374,2013-07-08 23:33:22.184569+00:00,2013-07-08 23:33:22.195439+00:00,,Charlie and Jake's Brewery and BBQ,USA,Florida,Melbourne,,,,28.212599999999998,-80.673400000000001,rooftop,
375,2013-07-08 23:33:22.225193+00:00,2013-07-08 23:33:22.249020+00:00,,Chelsea Brewing Company,USA,New York,New York,,http://chelseabrewingco.com/,"Chelsea Brewing Company, rated the best brewery in New York, is a first class waterfront restaurant and the only micro-brewery in Manhattan located at pier 59.With over 15 years of experience, and 8 National Awards, we are proud to serve up to 27 natural hand-crafted ales and specialty beers using only the finest malts and hops from around the world. We offer beer tastings, brewery tours and group packages.",40.745699999999999,-74.008600000000001,geometric_center,
376,2013-07-08 23:33:22.280776+00:00,2013-07-08 23:33:22.304585+00:00,,Cherryland Brewing,USA,Wisconsin,Sturgeon Bay,,,,44.834200000000003,-87.376999999999995,approximate,
377,2013-07-08 23:33:22.346354+00:00,2013-07-08 23:33:22.404080+00:00,,Cheshire Cat Brewery,USA,Colorado,Arvada,,,,39.802300000000002,-105.084,rooftop,
378,2013-07-08 23:33:22.435163+00:00,2013-07-08 23:33:22.459076+00:00,,Chicago Brewing,USA,Nevada,Las Vegas,,,,36.147599999999997,-115.298,rooftop,
379,2013-07-08 23:33:22.482852+00:00,2013-07-08 23:33:22.499608+00:00,,Chimay (Abbaye Notre Dame de Scourmont),BEL,,Chimay,,http://www.chimay.com,"Chimay is an authentic Trappist beer that is it is brewed within a Trappist monastery, under the control and responsibility of the monastic community. Only 6 beers in Belgium can carry the appellation Trappist: Chimay, Orval, Rochefort, Westmalle, Westvleteren and Achel.",50.035499999999999,4.3776999999999999,geometric_center,
380,2013-07-08 23:33:22.525086+00:00,2013-07-08 23:33:22.550019+00:00,,Cigar City Brewing,USA,Florida,Tampa,,http://cigarcitybeer.com/,,27.9587,-82.509299999999996,rooftop,
381,2013-07-08 23:33:22.579734+00:00,2013-07-08 23:33:22.604516+00:00,,Circle V Brewing,USA,Indiana,Indianapolis,,,,39.7684,-86.158000000000001,approximate,
382,2013-07-08 23:33:22.624042+00:00,2013-07-08 23:33:22.637440+00:00,,"City Brewing Company, LLC",USA,Wisconsin,La Crosse,,http://www.citybrewery.com/,"City Brewing Company is a premier, state-of-the-art beverage production and packaging company located in La Crosse, WI.  Our facility has been transformed from a historical brewery into a facility capable of manufacturing and packaging beers, teas, soft drinks, energy drinks and other new age beverages.  Our packaging capacity of over 50 million cases makes us one of the largest beverage producers in the country.",,,,
383,2013-07-08 23:33:22.661575+00:00,2013-07-08 23:33:22.683329+00:00,,CJ's Brewery & Grill,USA,California,La Jolla,,,,33.857500000000002,-117.876,approximate,
384,2013-07-08 23:33:22.700723+00:00,2013-07-08 23:33:22.760966+00:00,,Cleveland ChopHouse and Brewery,USA,Ohio,Cleveland,,,,41.499499999999998,-81.699399999999997,rooftop,
385,2013-07-08 23:33:22.784736+00:00,2013-07-08 23:33:22.804678+00:00,,Climax Brewing Copmany,USA,New Jersey,Roselle Park,,http://www.climaxbrewing.com/,,40.659799999999997,-74.283000000000001,rooftop,
386,2013-07-08 23:33:22.838465+00:00,2013-07-08 23:33:22.855874+00:00,,Clipper City Brewing Co.,USA,Maryland,Baltimore,,http://www.ccbeer.com/,"At Clipper City our mission is to bring back the local brewery, and to do it in such a way that we are more than just a fringe player, but a positive part of our area. To accomplish this mission we have created a broad portfolio of products and brands with enough diversity that we have at least one beer that can appeal to everyone. Whether your preference is for a classic American style lager beer, or a big, challenging Hop Cubed Ale, we have a something that will suit your taste. Our goal is to brew beers for people who dare to walk up to the edge of the mountain and actually jump forward.  Our beers are for those who chart a bolder course.   Our brewery is named for the famed Clipper ship - first developed and built in our home port of Baltimore. The Clipper ship is the symbol for a strong nautical and maritime heritage with a commitment to craftsmanship of the highest caliber. It captures both the hardy nature of our working class history and the romance of what lies on the seas ahead. Why be normal when you can be EXTRAARGHdinary?  We believe in bringing beer drinkers the quality and flavor of a handcrafted beer while supporting the local communities we serve.",39.230800000000002,-76.6751,rooftop,
387,2013-07-08 23:33:22.883801+00:00,2013-07-08 23:33:22.920451+00:00,,Clner Hofbrau Frh,DEU,Nordrhein-Westfalen,Kln,,,,50.940100000000001,6.9569999999999999,rooftop,
388,2013-07-08 23:33:22.934155+00:00,2013-07-08 23:33:22.941688+00:00,,Coach's Norman,USA,Oklahoma,Norman,,,,35.220500000000001,-97.443899999999999,rooftop,
389,2013-07-08 23:33:22.962507+00:00,2013-07-08 23:33:22.978020+00:00,,Coast Brewing,USA,Mississippi,Biloxi,,,,30.396000000000001,-88.885300000000001,approximate,
390,2013-07-08 23:33:23.002752+00:00,2013-07-08 23:33:23.029606+00:00,,Coast Range Brewing,USA,California,Gilroy,,,,37.001300000000001,-121.566,rooftop,
391,2013-07-08 23:33:23.057454+00:00,2013-07-08 23:33:23.061525+00:00,,Coastal Fog Brewing,USA,California,Concord,,,,37.978000000000002,-122.03100000000001,approximate,
392,2013-07-08 23:33:23.091754+00:00,2013-07-08 23:33:23.117518+00:00,,Coeur d'Alene Brewing Company,USA,Idaho,Coeur d'Alene,,http://www.cdabrewing.com/,,47.674500000000002,-116.78400000000001,rooftop,
393,2013-07-08 23:33:23.146242+00:00,2013-07-08 23:33:23.170788+00:00,,Cold Spring Brewing,USA,Minnesota,Cold Spring,,http://www.coldspringbrewery.com/,"Cold Spring Brewery in Cold Spring is on the original Red River trail. Used by the pioneering trail blazers, trappers and settlers to replenish water supplies from the pure cold spring which the town is named today. The spring is one of the purest sources of water in North America.  The spring comes from an underground prehistoric glacial lake filtered through granite over hundreds of years. There are certain pure elements in the water that are absolutely perfect for brewing world class beers.  The brewery has been modernized and rebuilt over the past several years, and is now a state-of-the-art brewery and beverage product development and production facility.",45.458199999999998,-94.429100000000005,interpolated,
394,2013-07-08 23:33:23.227167+00:00,2013-07-08 23:33:23.264056+00:00,,Columbia Bay Brewery Restaurant and Pub,USA,Illinois,Lake Villa,,,,42.417000000000002,-88.073999999999998,approximate,
395,2013-07-08 23:33:23.299753+00:00,2013-07-08 23:33:23.325588+00:00,,Commonwealth Brewing #1,USA,Massachusetts,Boston,,,,42.358400000000003,-71.059799999999996,approximate,
396,2013-07-08 23:33:23.350382+00:00,2013-07-08 23:33:23.426747+00:00,,Coniston Brewing,GBR,Cumbria,Coniston,,,,,,,
397,2013-07-08 23:33:23.456363+00:00,2013-07-08 23:33:23.462660+00:00,,Cooper's Cave Ale Company,USA,New York,Glens Falls,,http://www.cooperscaveale.com/,"Cooper's Cave Ale Company, Ltd. Micro Brewery is the realized goal of three ale lovers, Ed, Pat and Adrian Bethel. A passion for great English style ales led us to commercially produce small quantities on a brewing system which we built. We gladly welcome visitors to our brewery and tasting room, and now we welcome you to learn more about Cooper's Cave Ale Company.",43.317700000000002,-73.640000000000001,rooftop,
398,2013-07-08 23:33:23.501796+00:00,2013-07-08 23:33:23.532817+00:00,,Coopers Brewery,AUS,South Australia,Regency Park,,http://www.coopers.com.au/,"Coopers Brewery produce a range of Ales,Stouts and Lagers.   Our ale range is brewed by a method of top fermentation, originating in the Middle Ages.  Coopers uses only natural ingredients including malt, hops, sugar, water and a special yeast strain that's over 90 years old.  Coopers do not use preservatives or chemicals in their ale range.   Coopers also produce Stout and Lager beers.  The Lager beers are bottom fermented in cooler conditions, matured for a short period and pasteurised.",-34.872700000000002,138.57300000000001,rooftop,
399,2013-07-08 23:33:23.579532+00:00,2013-07-08 23:33:23.605409+00:00,,Cooperstown Brewing Company,USA,New York,Milford,,http://www.cooperstownbrewing.com/,,42.589300000000001,-74.940299999999993,geometric_center,
400,2013-07-08 23:33:23.628590+00:00,2013-07-08 23:33:23.640849+00:00,,Coors Brewing - Golden Brewery,USA,Colorado,Golden,,http://www.coors.com,"In 1873, as the United States of America approached its centennial year, its people were busy building a new kind of nation. It was thirsty work. And that's where Coors Brewing Company came in. When we began in that same year, we were a small, family-owned brewery, located at the foot of the Rocky Mountains. We were busy creating the same kind of crisp, refreshing beer we're known for today. While hundreds of such family-owned breweries have come and gone in the years since, we believe the reasons for our success are simple. We've never compromised on quality in producing our award-winning brews and we've never lost sight of our rich Rocky Mountain heritage. Just as important, we've always believed in doing well by doing good. We treat our employees with respect, we support the local communities where we do business, and we strive to protect the environment. That's just how we do business.",39.759900000000002,-105.21899999999999,rooftop,
401,2013-07-08 23:33:23.682566+00:00,2013-07-08 23:33:23.711401+00:00,,Copper Dragon Brewing,USA,Illinois,Carbondale,,,(No longer brewing),37.7273,-89.216800000000006,approximate,
402,2013-07-08 23:33:23.745136+00:00,2013-07-08 23:33:23.760533+00:00,,Copper Eagle Brewing,USA,Nebraska,Grand Island,,,,40.922199999999997,-98.358099999999993,approximate,
403,2013-07-08 23:33:23.790630+00:00,2013-07-08 23:33:23.811249+00:00,,Copper Kettle Brewery,USA,Pennsylvania,Millmont,,http://www.ckbrewery.com/,"Copper Kettle Brewery is an up and coming brewery owned by Harold Kerlin and Russ Eisenhuth. We have been independently brewing beer for the past 6 years. In 2006 we won First place in the Sam Adams Longshot contest for the northeast region of the U.S. with our Potbelly Porter. After that we decided to start our own brewery. The Brewery is located in just outside of Laurelton PA. We are a small production brewery using a one barrel brewing system. We hope to produce around 50 barrels a year. At present we are making 4 different styles of beer. A Wheat beer, Porter, Grand Cru, and Belgian Dubbel. All of our beer is unfiltered, and bottle conditioned. Our beers are now available at the Bull Run Inn, Market St., Lewisburg, The Beer Barn, Lewisburg and Wehr's Beverages, Mifflinburg.",40.894199999999998,-77.197100000000006,geometric_center,
404,2013-07-08 23:33:23.877910+00:00,2013-07-08 23:33:23.904584+00:00,,Corner Pub,USA,Wisconsin,Reedsburg,,,,43.532299999999999,-90.009900000000002,rooftop,
405,2013-07-08 23:33:23.922091+00:00,2013-07-08 23:33:23.932587+00:00,,Coronado Brewing Company,USA,California,Coronado,,http://www.coronadobrewingcompany.com/,"The Coronado Brewing Company, in beautiful Coronado (located just a few minutes from downtown San Diego) welcomes you to come and enjoy quality handcrafted beers and delicious food in a casual family environment. Join us for a refreshing pint while we make you one of our signature pizzas or calzones in the wood fired oven, or choose from a wide selection of fresh seafood, steaks, pastas and dining specials. The Coronado Brewing Company is perfect for a quick lunch, a relaxing beverage or a wonderful dinner. If you're a sports fan come relax with a cold beer and an appetizer while watching your favorite team on one of our many HD TV's. Open 7 days a week from 11:00 am (until closing) & offering a weekly happy hour (M-F) from (2-5pm).",32.697600000000001,-117.173,interpolated,
406,2013-07-08 23:33:23.963305+00:00,2013-07-08 23:33:23.967504+00:00,,Costal Extreme Brewing Company,USA,Rhode Island,Middletown,,http://www.newportstorm.com/,,41.536999999999999,-71.279600000000002,interpolated,
407,2013-07-08 23:33:23.999572+00:00,2013-07-08 23:33:24.027218+00:00,,Courage Brewery,GBR,North Yorkshire,Tadcaster,,,,53.884599999999999,-1.2652000000000001,approximate,
408,2013-07-08 23:33:24.050315+00:00,2013-07-08 23:33:24.083093+00:00,,Court Avenue Brewing,USA,Iowa,Des Moines,,,,41.585500000000003,-93.620999999999995,rooftop,
409,2013-07-08 23:33:24.099826+00:00,2013-07-08 23:33:24.126583+00:00,,Courthouse Pub,USA,Wisconsin,Manitowoc,,,,44.0886,-87.657600000000002,rooftop,
410,2013-07-08 23:33:24.157390+00:00,2013-07-08 23:33:24.171051+00:00,,Crabby Larry's Brewpub Steak & Crab House,USA,Pennsylvania,Chalfont,,http://www.crabbylarrys.com/,,40.279499999999999,-75.214299999999994,interpolated,
411,2013-07-08 23:33:24.199531+00:00,2013-07-08 23:33:24.222590+00:00,,Crabtree Brewery,USA,Colorado,Greeley,,http://www.crabtreebrewing.com,"The Crabtree Brewing Company is dedicated to serving the environment, the community, our customers, and our valued employees.  Requiring the best ingredients to support unique premium beers.  Keeping a dynamic business mind while remaining modestly profitable.   Employing technology, embracing ethics, growing to meet the needs of our customers and employees, and having fun doing what we loveÃ¯Â¿Â½.Making Great Beer.",40.4313,-104.688,interpolated,
412,2013-07-08 23:33:24.308796+00:00,2013-07-08 23:33:24.326576+00:00,,Craftsman Brewing,USA,California,Pasadena,,,,34.169600000000003,-118.15900000000001,rooftop,
413,2013-07-08 23:33:24.346986+00:00,2013-07-08 23:33:24.371959+00:00,,Crane River Brewpub and Cafe,USA,Nebraska,Lincoln,,,,40.806899999999999,-96.681700000000006,approximate,
414,2013-07-08 23:33:24.401528+00:00,2013-07-08 23:33:24.433363+00:00,,Crescent City Brewhouse,USA,Louisiana,New Orleans,,,,29.9558,-90.064099999999996,rooftop,
415,2013-07-08 23:33:24.524012+00:00,2013-07-08 23:33:24.544754+00:00,,Crested Butte Brewery &  Pub,USA,Colorado,Crested Butte,,,,38.869799999999998,-106.98699999999999,interpolated,
416,2013-07-08 23:33:24.568529+00:00,2013-07-08 23:33:24.589177+00:00,,Cricket Hill,USA,New Jersey,Fairfield,,http://www.crickethillbrewery.com,"We believe that New Jersey is starting to learn what the rest of the country already knows; that local microbrews are some of the best beers in the world! Finally, curious beer drinkers are stepping out from under the mind-numbing barrage of large brewery advertising and deciding for themselves what they like. Our beers are designed for those curious drinkers. The large breweries use fillers in their beer; Corn or Rice are the most frequently used. Most good beer should be all Barley, in the same way that good hamburgers are all beef. Barley is expensive and the more fillers that are used, the better the profits! Cricket Hill Beers are 100% Barley as are most great beers. Please take the time to taste different local beers. I am certain that those who decide not to let television dictate what they drink are ready for a wonderful adventure into the world of Beer!",40.872599999999998,-74.296400000000006,rooftop,
417,2013-07-08 23:33:24.610918+00:00,2013-07-08 23:33:24.622505+00:00,,Crooked River Brewing,USA,Ohio,Cleveland,,,,41.499499999999998,-81.695400000000006,approximate,
418,2013-07-08 23:33:24.671311+00:00,2013-07-08 23:33:24.693181+00:00,,Crooked Waters Brewing,USA,Illinois,Peoria,,,,40.693600000000004,-89.588999999999999,approximate,
419,2013-07-08 23:33:24.724016+00:00,2013-07-08 23:33:24.739557+00:00,,Cropton Brewery,GBR,North Yorkshire,Pickering,,,,54.291200000000003,-0.84060000000000001,approximate,
420,2013-07-08 23:33:24.767538+00:00,2013-07-08 23:33:24.799164+00:00,,Not Available (419),,,,,,,43.114699999999999,-89.653099999999995,rooftop,
421,2013-07-08 23:33:24.824993+00:00,2013-07-08 23:33:24.864777+00:00,,Cucapa Brewing Company,MEX,Baja,Mexicali,,http://www.cucapa.com/,"Craft beer, just across the border.",31.729099999999999,-116.578,geometric_center,
422,2013-07-08 23:33:24.890526+00:00,2013-07-08 23:33:24.905236+00:00,,Cugino Brewing Company,USA,Illinois,Batavia,,,,41.853900000000003,-88.277600000000007,interpolated,
423,2013-07-08 23:33:24.913106+00:00,2013-07-08 23:33:24.931303+00:00,,Cumberland Brewery,USA,Kentucky,Louisville,,,"Giving new meaning to the term microbrewery, Cumberland Brews may be one of the smallest eateries in town, with a half-dozen four-top tables and a short bar with nine stools making tight quarters of what used to be the White Mountain Creamery. (Techically, it's not a microbrewery but a brewpub - a restaurant that makes its own beer on the premises - but I'm not one to quibble in the face of a good pun.) It's usually packed, too, earning its crowds the old-fashioned way by providing very good food, friendly service, and the sine qua non for a brewpub: extremely high-quality hand-crafted artisan beers. Hand-crafted offerings are produced by Head Brewer Cameron Finnis.",38.230899999999998,-85.705500000000001,rooftop,
424,2013-07-08 23:33:24.962474+00:00,2013-07-08 23:33:24.987197+00:00,,D.L. Geary Brewing Company,USA,Maine,Portland,,http://www.gearybrewing.com,"The D.L. Geary Brewing Company was incorporated in October, 1983 by David and Karen Geary who shared the vision of producing world class products on a small scale for local and regional consumption. At that time, there were only 13 so-called microbreweries in the United States of America, almost all of them in California and the Pacific Northwest. In the winter of 1984, David Geary began a period of training and research in Scotland and England. With the help of Peter Maxwell Stuart, a Scottish nobleman and brewer who arranged introductions and itineraries, he worked in a half-dozen small commercial breweries from the highlands of Scotland to the south coast of England.",43.707599999999999,-70.314899999999994,interpolated,
425,2013-07-08 23:33:25.005694+00:00,2013-07-08 23:33:25.023125+00:00,,Daas,BEL,,Tournai,,http://www.daasbeer.com/,Daas beers are organically brewed Belgium beer produced in Hainaut the famous Belgian province known for its fine hand crafted beers.,50.605899999999998,3.3883999999999999,approximate,
426,2013-07-08 23:33:25.079539+00:00,2013-07-08 23:33:25.104170+00:00,,Daleside Brewery,GBR,North Yorkshire,Harrogate,,,,53.999899999999997,-1.5009999999999999,geometric_center,
427,2013-07-08 23:33:25.124889+00:00,2013-07-08 23:33:25.148611+00:00,,Dark Horse Brewing Co.,USA,Michigan,Marshall,,http://www.darkhorsebrewery.com/,,42.2667,-84.964100000000002,interpolated,
428,2013-07-08 23:33:25.167258+00:00,2013-07-08 23:33:25.171607+00:00,,Day Brewing,USA,Louisiana,Marrero,,,,29.8994,-90.100399999999993,approximate,
429,2013-07-08 23:33:25.218716+00:00,2013-07-08 23:33:25.232515+00:00,,Brouwerij De Dochter van de Korenaar,BEL,,baarle-hertog,,http://www.dedochtervandekorenaar.be,,51.442100000000003,4.9231999999999996,interpolated,
430,2013-07-08 23:33:25.268260+00:00,2013-07-08 23:33:25.281945+00:00,,De Friese Bierbrouwerij Us Heit,NLD,,Bolsward,,,,53.060600000000001,5.5342000000000002,interpolated,
431,2013-07-08 23:33:25.328014+00:00,2013-07-08 23:33:25.338457+00:00,,De Halve Maan,BEL,West-Vlaanderen,Brugge,,http://www.halvemaan.be/,,51.202599999999997,3.2242000000000002,interpolated,
432,2013-07-08 23:33:25.379331+00:00,2013-07-08 23:33:25.400114+00:00,,De Leyerth Brouwerijen,BEL,West-Vlaanderen,Ruiselede,,,,51.081099999999999,3.3698999999999999,interpolated,
433,2013-07-08 23:33:25.409300+00:00,2013-07-08 23:33:25.433344+00:00,,De Proef Brouwerij,BEL,Oost-Vlaanderen,Lochristi-Hijfte,,,,51.115900000000003,3.8157999999999999,interpolated,
434,2013-07-08 23:33:25.449985+00:00,2013-07-08 23:33:25.460535+00:00,,De Struise Brouwers,BEL,West-Vlaanderen,Woesten,,http://www.struisebrouwers.be/,,50.922899999999998,2.7517999999999998,geometric_center,
435,2013-07-08 23:33:25.505600+00:00,2013-07-08 23:33:25.520380+00:00,,Deep Creek Brewing,USA,Maryland,McHenry,,,,39.558399999999999,-79.352800000000002,approximate,
436,2013-07-08 23:33:25.579335+00:00,2013-07-08 23:33:25.600076+00:00,,DeGroen's Grill,USA,Maryland,Baltimore,,,,39.290399999999998,-76.612200000000001,approximate,
437,2013-07-08 23:33:25.623723+00:00,2013-07-08 23:33:25.670525+00:00,,Del Mar Stuft Pizza and Brewing,USA,California,San Diego,,,,32.715299999999999,-117.157,approximate,
438,2013-07-08 23:33:25.694437+00:00,2013-07-08 23:33:25.706125+00:00,,Delafield Brewhaus,USA,Wisconsin,Delafield,,,,43.048099999999998,-88.3553,rooftop,
439,2013-07-08 23:33:25.751629+00:00,2013-07-08 23:33:25.762565+00:00,,Dempsey's Restaurant & Brewery,USA,California,Petaluma,,,,38.236199999999997,-122.64,interpolated,
440,2013-07-08 23:33:25.832672+00:00,2013-07-08 23:33:25.877783+00:00,,Denmark Brewing,USA,Wisconsin,Denmark,,,,44.347799999999999,-87.827299999999994,approximate,
441,2013-07-08 23:33:25.901433+00:00,2013-07-08 23:33:25.927271+00:00,,Denver ChopHouse and Brewery,USA,Colorado,Denver,,,,39.755299999999998,-104.997,rooftop,
442,2013-07-08 23:33:25.957055+00:00,2013-07-08 23:33:25.972712+00:00,,Deschutes Brewery,USA,Oregon,Bend,,http://www.deschutesbrewery.com/,"Deschutes Brewery, located in Central Oregon along the banks of the wild and scenic Deschutes River, has brewed handcrafted traditional ales since 1988.  Starting out as a small brewpub in the heart of downtown Bend, Deschutes' first beers were Black Butte Porter, Bachelor Bitter and Cascade Golden Ale. In 1993, Deschutes moved into its current brewing facility and has continued expanding and improving the facilities.  With a 50-barrel traditional gravity brew house and a new one-of-a-kind 131-barrel Huppmann brew system from Germany, Deschutes now creates and experiments with specialty batches of limited beers while brewing large quantities of everyone's favorites like Mirror Pond Pale Ale.  Consistently producing the highest quality beers is always Deschutes' number one priority and commitment. The Deschutes Brewery & Public House continues brewing unique beers at our original location while serving the finest Northwest pub cuisine.  So when you find yourself in Bend, come on in and have a pint of Bachelor Bitter, the locals' favorite, or any of our other original ales brewed on-site. Deschutes Brewery's distinct ales; Black Butte Porter, Mirror Pond Pale Ale, Obsidian Stout, Inversion IPA, Bachelor ESB, Cascade Ale, Buzzsaw Brown (winter), Cinder Cone Red (spring), Twilight Ale (summer), Jubelale (fall) and other seasonal beers are available at pubs and markets in a neighborhood near you. --http://www.deschutesbrewery.com/About+Us/default.aspx",44.047400000000003,-121.32299999999999,rooftop,
443,2013-07-08 23:33:26.042922+00:00,2013-07-08 23:33:26.064542+00:00,,Desnoes & Geddes Ltd,JAM,,Kingston,,,,33.985799999999998,-96.651499999999999,geometric_center,
444,2013-07-08 23:33:26.077331+00:00,2013-07-08 23:33:26.087835+00:00,,Devil Mountain Brewing,USA,Ohio,Cincinnati,,,,39.136099999999999,-84.503100000000003,approximate,
445,2013-07-08 23:33:26.106243+00:00,2013-07-08 23:33:26.127301+00:00,,Diamond Bear Brewing Co.,USA,Arkansas,Little Rock,,http://www.diamondbear.com/,,34.747300000000003,-92.283900000000003,rooftop,
446,2013-07-08 23:33:26.139576+00:00,2013-07-08 23:33:26.150866+00:00,,Diamond Knot Brewery & Alehouse,USA,Washington,Mukilteo,,http://www.diamondknot.com/,,47.948500000000003,-122.30500000000001,rooftop,
447,2013-07-08 23:33:26.178043+00:00,2013-07-08 23:33:26.204006+00:00,,Diamondback Brewery,USA,Ohio,Cleveland,,,,41.499499999999998,-81.695400000000006,approximate,
448,2013-07-08 23:33:26.218450+00:00,2013-07-08 23:33:26.261557+00:00,,Dick's Brewing,USA,Washington,Centralia,,,,46.771299999999997,-123.00700000000001,rooftop,
449,2013-07-08 23:33:26.281720+00:00,2013-07-08 23:33:26.333304+00:00,,Diebels Privatbrauerei,DEU,Nordrhein-Westfalen,Issum,,,,51.533099999999997,6.4212999999999996,rooftop,
